id,name,dmmId,displayName,ruby,bust,cup,waist,hip,height,birthday,bloodType,hobby,prefectures
1703,海老咲あお,1092426,Ebisaki Ao,えびさきあお,,,,,,,,,
1704,渚あいり,1091962,Nagisa Airi,なぎさあいり,,,,,,,,,
1705,透美かなた,1090931,Toumi Kanata,とうみかなた,,,,,,,,,
1706,祈山愛,1089086,Kiyama Ai,きやまあい,,,,,,,,,
1707,佐藤しお,1086061,Satou Shio,さとうしお,,,,,,,,,
1708,入田真綾,1081914,Irita Maaya,いりたまあや,,,,,,,,,
1709,恋渕ももな,1075829,Koibuchi Momona,こいぶちももな,103,M,65,92,161,,,,
1710,上白美央,1074533,Kamishiro Mio,かみしろみお,,,,,,,,,
1711,碓氷れん,1066536,Usui Ren,うすいれん,,,,,,,,,
1712,永野楓果,1057470,Nagano Fuuka,ながのふうか,,,,,,,,,
1713,水鳥文乃,1038836,Mizutori Fumino,みずとりふみの,87,D,58,84,156,1996-12-12,B,買い物・服の上から乳首探し,山口県
1714,八束みこと,1029469,Yatsuka Mikoto,やつかみこと,,,,,,,,,
1715,絢森いちか,1028709,Ayamori Ichika,あやもりいちか,,,,,,,,,
1716,北野のぞみ,,Kitano Nozomi,,,,,,,,,,
1717,長澤えりな,1022611,Nagasawa Erina,ながさわえりな,82,C,59,88,158,1994-07-04,A,散歩,神奈川県
1718,小春,1033940,Asuna Koharu,あすなこはる,,,,,,,,,
1719,桜瀬奈,1017184,Sakurase Na,さくらせな,,,,,,,,,
1720,愛花沙也,1012301,Aika Saya,あいかさや,80,D,59,85,155,1989-12-18,,,東京都
1721,つるのゆう,1010445,Tsuruno Yuu,つるのゆう,,,,,,,,,
1722,綾瀬れん,1010436,Ayase Ren,あやせれん,92,H,55,83,158,1990-10-08,,バレーボール,東京都
1723,大城かえで,1007953,Ooshiro Kaede,おおしろかえで,83,D,58,88,160,,,,
1724,今村美穂,1004130,Imamura Miho,いまむらみほ,84,E,56,82,156,1988-08-29,,歌を歌うこと、ものまね,神奈川県
1725,白瀬エリナ,1003192,Shirase Erina,しらせえりな,85,D,59,88,161,1989-02-06,A,買い物、カラオケ、水泳、ダンス,東京都
1726,風見渚,1001630,Kazami Nagisa,かざみなぎさ,,,,,,,,,
1727,鈴木茶織,,Suzuki Saori,,,,,,,,,,
1728,森永ひよこ,30349,Morinaga Hiyoko,もりながひよこ,96,H,60,88,160,,,料理を作ること、新体操,東京都
1729,二宮せりな,30275,Ninomiya Serina,にのみやせりな,,,,,,,,,
1730,夏海エリカ,,Natsumi Erika,,,,,,,,,,
1731,川瀬さやか,23072,Kawase Sayaka,かわせさやか,86,D,60,88,156,,,,
1732,まひる,27649,Akizuki Mahiru (Amamiya Setsuna&nbsp;Matsumoto Rui),あきづきまひる（あまみやせつな、まつもとるい）,,,,,,,,,
1733,Bblove17,,Bblove17,,,,,,,,,,
1734,井上瞳,,Inoue Hitomi,,,,,,,,,,
1735,長浜みつり,1089578,Nagahama Mitsuri,ながはまみつり,,,,,,,,,
1736,藤井蘭々,1083220,Fujii Ranran,ふじいらんらん,86,,58,89,170,2000-11-15,,動画鑑賞、推し活、人の良いところをみつけられること,東京都
1737,藤子みお,1076923,Fujiko Mio,ふじこみお,,,,,,,,,
1738,白石みき,1071050,Shiraishi Miki,しらいしみき,98,J,56,85,152,,,,
1739,目黒めぐみ,1055894,Meguro Megumi,めぐろめぐみ,,,,,,,,,
1740,宇佐木あいか,1054437,Usagi Aika,うさぎあいか,,,,,,,,,
1741,満月ひかり,1047382,Mitsuki Hikari,みつきひかり,,,,,,,,,
1742,米倉穂香,1047250,Yonekura Honoka,よねくらほのか,86,,58,88,156,1984-03-15,,猫と過ごすこと、潮吹きオナニー,長野県
1743,夏川あかり,1036882,Natsukawa Akari,なつかわあかり,88,,63,90,165,,,お菓子作り,
1744,児玉るみ,1031972,Kodama Rumi,こだまるみ,90,F,65,80,167,,,,
1745,愛乃まほろ,1031757,Yoshino Mahoro,よしのまほろ,95,G,60,85,148,,,,
1746,水原梨花,1030863,Mizuhara Rinka,みずはらりんか,86,F,58,85,170,,,"ドライブ,歌,ジムに行くこと,映画鑑賞,料理",
1747,美堂かなえ,1030384,Midou Kanae,みどうかなえ,80,D,58,84,164,,,,
1748,小峰みこ,1023205,Komine Miko,こみねみこ,85,D,58,88,163,,,,
1749,藤田愛子,1022971,Fujita Aiko,ふじたあいこ,95,E,70,90,,,,,香川県
1750,伊藤まい,1017158,Itou Mai,いとうまい,,,,,,,,,
1751,若葉くるみ,1004230,Wakaba Kurumi,わかばくるみ,84,D,58,83,161,1990-12-15,O,ショッピング、チアリーディング,神奈川県
1752,羽生稀,,Hanyuu Rare,,,,,,,,,,
1753,亜矢みつき,,Aya Mitsuki,,,,,,,,,,
1754,愛瀬るか,1055905,Aise Ruka,あいせるか,,,,,,,,,
1755,水原乃亜,1040005,Mizuhara Noa,みずはらのあ,88,E,59,86,163,,,柔軟体操,
1756,日菜々はのん,1039800,Hinana Hanon,ひななはのん,86,F,58,88,155,,,ダンス、お散歩、チアリーディング,
1757,陽向さえか,1036511,Hinata Saeka,ひなたさえか,80,C,57,82,160,1992-09-09,O,ダンス、ギター、水泳,大阪府
1758,舞野いつき,1033698,Maino Itsuki,まいのいつき,,,,,,,,,
1759,和泉紫乃,1025518,Izumi Shino,いずみしの,,,,,,,,,
1760,綾瀬ゆい,,Ayase Yui,,,,,,,,,,
1761,逢坂はるな,1022161,Aisaka Haruna,あいさかはるな,83,D,57,85,163,1993-08-13,O,買い物、ヨガ,神奈川県
1762,大嶋しのぶ,1014665,Ooshima Shinobu,おおしましのぶ,92,D,68,96,168,,,,
1763,北谷静香,,Kitatani Shizuka,,,,,,,,,,
1764,花木あのん,28210,Hanagi Anon,はなぎあのん,95,H,58,85,156,1989-02-14,O,ダンス、書道,東京都
1765,水玉レモン,25426,Mizutama Lemon,みずたまれもん,84,C,54,83,157,1989-03-03,A,ブライス集め、読書、料理、スピードスケート,長野県
1766,牧野遥,22413,Makino Haruka,まきのはるか,85,D,63,84,154,,,,
1767,綾瀬メグ,16705,Ayase Megu,あやせめぐ,90,F,58,87,162,1986-01-12,B,ショッピング、マッサージ,東京都
1768,片瀬まこ,15058,Katase Mako,かたせまこ,98,,58,87,156,1983-08-22,A,マラソン、スキー,東京都
1769,立花瞳,10769,Tachibana Hitomi,たちばなひとみ,85,C,58,88,168,1977-05-03,O,エステ、旅行,東京都
1770,Golaniyule0,,Golaniyule0,,,,,,,,,,
1771,倉木華,1092997,Kuraki Hana,くらきはな,,,,,,,,,
1772,九野ひなの,1078407,Kuno Hinano,くのひなの,90,G,60,88,157,2001-05-25,A,,福岡県
1773,緒川はる,1077720,Ogawa Haru,おがわはる,,,,,,,,,
1774,弘前綾香,1066947,Hirosaki Ayaka,ひろさきあやか,,,,,,,,,
1775,高梨有紗,1064000,Takanashi Arisa,たかなしありさ,,,,,,,,,
1776,蓮見天,1063308,Hasumi Ten,はすみてん,,,,,,,,,
1777,三浦歩美,1050319,Miura Ayumi,みうらあゆみ,90,G,58,85,167,,,,
1778,杉崎みさき,,Sugisaki Misaki,,,,,,,,,,
1779,夕城芹,1027930,Yuuki Seri,ゆうきせり,,,,,,,,,
1780,杏紅茶々,1018438,Anku Chacha,あんくちゃちゃ,,,,,,,,,
1781,木崎実花,1018429,Kizaki Mika,きざきみか,,,,,,,,,
1782,木下あずみ,1018128,Kinoshita Azumi,きのしたあずみ,90,G,57,88,158,1993-06-08,O,リラクゼーション、料理,東京都
1783,☆LUNA☆,1000254,LUNA,るな,83,D,57,82,158,,,ドライブ、スノーボード,京都府
1784,菜菜美ねい,27247,Nanami Nei,ななみねい,83,D,58,81,160,1987-03-30,A,クラシック音楽鑑賞,東京都
1785,あんずさき,10060,Anzu Saki,あんずさき,82,D,56,80,158,1984-11-26,A,ビリヤード、ネイルアート、クラリネット、スノーボード,福島県
1786,五十川みどり,,Isogawa Midori,,,,,,,,,,
1787,二羽紗愛,1091230,Futaba Sara,ふたばさら,,,,,,,,,
1788,久和原せいら,1087426,Kuwahara Seira,くわはらせいら,,,,,,,,,
1789,渚恋生,1087032,Nagisa Koiki,なぎさこいき,85,F,59,88,167,2000-02-15,,カラオケ、バレエ,大阪府
1790,古東まりこ,1086869,Kotou Mariko,ことうまりこ,,,,,,,,,
1791,はやのうた,1067946,Hayano Uta,はやのうた,92,G,56,87,155,2000-09-07,,食べること、たくさん寝れること,
1792,新川ゆず,1063216,Shinkawa Yuzu,しんかわゆず,,,,,,,,,
1793,希代あみ,1060592,Kitai Ami,きたいあみ,90,G,58,85,157,,,,
1794,甘乃つばき,1055600,Kanno Tsubaki,かんのつばき,84,D,60,88,158,,,,
1795,ななせ麻衣,1042431,Nanase Mai,ななせまい,,,,,,,,,
1796,葉月七瀬,1040909,Hazuki Nanase,はづきななせ,,,,,,,,,
1797,朝日奈るみな（芽森しずく）,1040786,Asahina Rumina (Memori Shizuku),あさひなるみな（めもりしずく）,,,,,,,,,
1798,双葉ゆきな,1031017,Futaba Yukina,ふたばゆきな,,,,,,,,,
1799,渋谷美希,1025016,Shibuya Miki,しぶやみき,,,,,,,,,
1800,松岡セイラ,1022128,Matsuoka Seira,まつおかせいら,,,,,,,,,
1801,冬木舞,1018379,Fuyuki Mai,ふゆきまい,95,F,70,93,170,,,,
1802,愛沢有紗,1015998,Aizawa Arisa,あいざわありさ,86,F,56,85,164,,,,
1803,大倉彩音,1014613,Ookura Ayane,おおくらあやね,,,,,,,,,
1804,あざみねね,1011505,Azami Nene,あざみねね,91,G,58,85,153,1990-10-11,B,料理、カラオケ/バスケットボール,埼玉県
1805,ASUKA,28499,ASUKA,あすか,88,G,59,88,168,1986-08-08,,,
1806,朝霧一花,1010102,Asagiri Ichika,あさぎりいちか,88,F,62,85,155,,,,
1807,荒木瞳,1006567,Araki Hitomi,あらきひとみ,100,F,70,100,,,,,
1808,梓ユイ,1003573,Azusa Yui,あずさゆい,91,G,58,88,158,1990-10-24,O,料理,東京都
1809,直嶋あい,1003182,Naoshima Ai,なおしまあい,,,,,,,,,
1810,鈴木きあら（美空あいり）,1002282,Suzuki Kiara (Misora Airi),すずききあら（みそらあいり）,81,,56,83,154,1990-07-07,B,ポエム,
1811,梨杏（江住梨杏）,1001804,Rinka (Esumi Rian),りんか、りあん、えすみりあん,,,,,,,,,
1812,相原れな（三浦加奈、篠原リョウ）,1001635,Aihara Rena (Miura Kana&nbsp;Shinohara Ryou),あいはられな（みうらかな、しのはらりょう）,86,,59,87,175,1989-02-27,,カラオケ、ショッピング、料理,
1813,倉科さやか,26810,Kurashina Sayaka,くらしなさやか,87,D,60,85,,,,,
1814,西木美羽,,Nishiki Miwa,,,,,,,,,,
1815,涼宮ラム,,Suzumiya Ram,,,,,,,,,,
1816,姫宮ラム,13574,Himemiya Ram,ひめみやらむ,90,E,60,87,165,1982-01-22,A,ネイルアート、メイク、ショッピング、水泳、百人一首、ヒンディー語,神奈川県
1817,草凪純（加納瑞穂）,5974,Kusanagi Jun (Kanou Mizuho),くさなぎじゅん（かのうみずほ）,95,G,52,85,166,1978-06-05,O,料理,東京都
1818,デヴィ,133,Devi,でう゛ぃ,84,D,58,84,160,1987-01-26,B,各国別ダンス、ものまね,東京都
1819,千川とわ,1092218,Sengawa Towa,せんがわとわ,,,,,,,,,
1820,百田光希,1088420,Momota Mitsuki,ももたみつき,,,,,,,,,
1821,月本海咲,1087780,Tsukimoto Misaki,つきもとみさき,,,,,,,,,
1822,芦名ほのか,1078808,Ashina Honoka,あしなほのか,92,,59,90,160,1995-11-11,,マッサージ、美容、サウナ銭湯巡り、裁縫、脚が早い,京都府
1823,春日えな,1075221,Haruhi Ena,はるひえな,,,,,,,,,
1824,南条いちか,1074635,Nanjou Ichika,なんじょういちか,,,,,,,,,
1825,池谷佳純,1063362,Ikeya Kasumi,いけやかすみ,,,,,,,,,
1826,露梨あやせ,1059612,Tsuyuri Ayase,つゆりあやせ,95,H,62,88,165,,,,
1827,白坂有以,1057831,Shirasaka Yui,しらさかゆい,86,E,59,88,,2000-07-07,,推理小説を読むこと,
1828,メロディー・雛・マークス,1057827,Melody Hina Marks,めろでぃーひいなまーくす,,,,,,,,,
1829,野々宮蘭,,Nonomiya Ran,,,,,,,,,,
1830,志田雪奈,1045495,Shida Yukina,しだゆきな,85,D,58,87,162,,,読書、料理,東京都
1831,一ノ瀬梓,,Ichinose Azusa,,,,,,,,,,
1832,乙都さきの,1042080,Oto Sakino,おとさきの,83,,56,84,143,1997-12-02,O,岩盤浴、書道,山口県
1833,望月あられ,1042053,Mochizuki Arare,もちづきあられ,84,C,59,83,163,1997-06-11,,写真、映画鑑賞、洋服のデザイン,
1834,日比乃さとみ,1033730,Hibino Satomi,ひびのさとみ,,,,,,,,,
1835,白鳥ゆな,1020740,Shiratori Yuna,しらとりゆな,85,D,59,88,172,,,,
1836,暮町ゆうこ,1014182,Kuremachi Yuuko,くれまちゆうこ,90,F,66,90,158,,,,
1837,木咲美琴,1009026,Kisaki Mikoto,きさきみこと,110,J,,,,,,,
1838,真中ちひろ,1004088,Manaka Chihiro,まなかちひろ,105,I,67,94,164,,,,
1839,藤本リーナ,1002907,Fujimoto Lina,ふじもとりーな,,,58,84,168,1989-11-18,O,テニス、カラオケ、電卓,
1840,橘美穂,1000685,Tachibana Miho,たちばなみほ,,,,,,,,,
1841,椿まひる,27959,Tsubaki Mahiru,つばきまひる,,,,,,,,,
1842,立木ゆりあ,27836,Tachiki Yuria,たちきゆりあ,85,E,56,85,161,1978-05-14,O,ショッピング、散歩,東京都
1843,山口美花,25400,Yamaguchi Mika,やまぐちみか,87,D,57,87,158,,,,
1844,浅井千尋,22212,Asai Chihiro,あさいちひろ,,,,,,,,,
1845,野宮凛子,13596,Nomiya Rinko,のみやりんこ,83,A,60,88,160,,,,
1846,162cm,,162cm,,,,,,,,,,
1847,艶堂しほり,24095,Endou Shihori (Endou Shiori),えんどうしほり（えんどうしおり）,84,C,56,85,164,1972-11-28,A,料理、ジム通い,京都府
1848,美木ひなの,1095600,Miki Hinano,みきひなの,,,,,,,,,
1849,藤木紗英,,Fujiki Sae,,,,,,,,,,
1850,小林真梨香,1066779,Kobayashi Marika,こばやしまりか,,,,,,,,,
1851,潮美舞,1064559,Shiomi Mai,しおみまい,83,D,56,82,,1999-07-14,,,
1852,城山若菜,,Shiroyama Wakana,,,,,,,,,,
1853,黒崎みか,1048560,Kurosaki Mika,くろさきみか,88,E,57,86,166,,,,
1854,遠田恵未,1046899,Tooda Emi,とおだえみ,,,,,,,,,
1855,一色さゆり,1039490,Isshiki Sayuri,いっしきさゆり,,G,58,86,,,,ケーキ屋さん巡り、ロック観賞,
1856,杉崎絵里奈,1028570,Sugisaki Erina,すぎさきえりな,86,E,58,85,162,,,,
1857,彩乃なな,1026925,Ayano Nana,あやのなな,86,D,59,87,159,1995-12-03,O,読書、サックス,
1858,ももい理乃,1020512,Momoi Rino,ももいりの,102,K,,,,,,,
1859,アンジェ,1013131,Ange,あんじぇ,90,G,58,87,165,1990-06-18,A,ダンス,
1860,上原瑞穂,1012092,Uehara Mizuho,うえはらみずほ,,,,,,,,,
1861,悠月舞,1011312,Yuuzuki Mai,ゆづきまい,,,,,,,,,
1862,小沢真理奈,1002406,Ozawa Marina,おざわまりな,90,H,59,89,162,1987-06-10,A,お菓子作り、球技全般、水泳,東京都
1863,橘慶子,1000337,Tachibana Keiko,たちばなけいこ,92,F,60,91,162,1974-03-14,B,スキューバダイビング,
1864,響りん,30315,Hibiki Rin,ひびきりん,115,J,69,104,153,,,,
1865,永井智美,27909,Nagai Tomomi,ながいともみ,85,D,60,87,160,,,妄想、お菓子作り、着付け、フランス語,
1866,根元純,26002,Nemoto Jun,ねもとじゅん,,,,,,,,,
1867,瀬咲るな,18897,Sezaki Runa,せざきるな,88,E,58,85,160,1986-06-10,A,買い物、テニス,東京都
1868,ミュウ（夏目ミュウ、春川リサ、夏目衣織）,9039,Myuu (Natsume Myuu&nbsp;Harukawa Risa&nbsp;Natsume Iori),みゅう（なつめみゅう、はるかわりさ、なつめいおり）,84,C,59,83,164,1977-09-13,B,日舞、琴,神奈川県
1869,上原まみ,,Uehara Mami,,,,,,,,,,
1870,Syxx12,,Syxx12,,,,,,,,,,
1871,今井栞菜,1090554,Imai Kanna,いまいかんな,,,,,,,,,
1872,綾瀬天,1088292,Ayase Ten,あやせてん,92,F,60,95,173,,,フットサル、ピアノ,
1873,柴崎はる,1083217,Shibasaki Haru,しばさきはる,,,,,,,,,
1874,夏巳ゆりか,1074354,Natsumi Yurika,なつみゆりか,,,,,,,,,
1875,佐久良咲希,1074352,Sakura Saki,さくらさき,,,,,,,,,
1876,南いろは,1070580,Minami Iroha,みなみいろは,,,,,,,,,
1877,ちなみん,1063631,Chinamin,ちなみん,,,,,,,,,
1878,桑田みのり,1044060,Kuwata Minori,くわたみのり,,,,,,,,,
1879,黒木あおい,1041646,Kuroki Aoi,くろきあおい,,,,,,,,,
1880,榎本美咲,1037827,Enomoto Misaki,えのもとみさき,90,F,58,87,157,1988-05-03,,ダンス、読書,東京都
1881,水城りの,1031475,Mizushiro Rino,みずしろりの,,,,,,,,,
1882,春川せせら,1031240,Harukawa Sesera,はるかわせせら,83,C,59,88,170,1995-03-04,,,
1883,白石みお（白石未央）,,Shiraishi Mio (Shiraishi Mio),,,,,,,,,,
1884,桂希ゆに,1015683,Katsuragi Yuni,かつらぎゆに,,,,,,,,,
1885,更田まき,1014953,Sarada Maki,さらだまき,75,,60,88,160,1990-12-10,A,音楽紹介、読者、ピアノ、英検2級,東京都
1886,石倉えいみ,1010058,Ishikura Eimi,いしくらえいみ,86,F,59,88,157,,,,
1887,香山蘭,,Kayama Ran,,,,,,,,,,
1888,花美ひな,28658,Hanami Hina,はなみひな,92,H,58,86,148,1988-12-20,O,料理、洋服作り,東京都
1889,女池さゆり,27604,Meike Sayuri,めいけさゆり,98,H,62,90,163,1988-09-10,A,料理,埼玉県
1890,坂田美影,26783,Sakata Mikage,さかたみかげ,,,,,,,,,
1891,天乃みお,16868,Amano Mio,あまのみお,83,E,56,80,153,1985-05-30,O,パソコン,東京都
1892,白鳥あきら,10751,Shiratori Akira,しらとりあきら,83,B,60,86,170,1981-04-14,A,パソコン,山形県
1893,秋川りお（美月このみ）,9509,Akikawa Rio (Mizuki Konomi),あきかわりお（みづきこのみ）,100,H,65,93,160,,,,
1894,小森愛,1338,Komori Ai,こもりあい,82,,57,82,152,1969-07-22,O,,
1895,M0m099,,M0m099,,,,,,,,,,
1896,灘ジュン,,Nada Jun,,,,,,,,,,
1897,足立友梨,1092211,Adachi Yuri,あだちゆり,,,,,,,,,
1898,金松季歩,1092091,Kanematsu Kiho,かねまつきほ,,,,,,,,,
1899,雨宮ひびき,1089768,Amamiya Hibiki,あまみやひびき,,,,,,,,,
1900,天乃のあ,1088421,Amano Noa,あまののあ,,,,,,,,,
1901,宇佐美みおん,1085921,Usami Mion,うさみみおん,,,,,,,,,
1902,長谷川夕奈,1078110,Hasegawa Yuuna,はせがわゆうな,88,E,57,90,164,1997-11-13,A,,神奈川県
1903,来栖みく,1069770,Kurusu Miku,くるすみく,,,,,,,,,
1904,二階堂夢,1059753,Hongou Ai (Nikaidou Yume),ほんごうあい（にかいどうゆめ）,85,F,53,85,158,1999-10-28,,旅行、歌うこと、英語・韓国語,東京都
1905,山口葉瑠,1056466,Yamaguchi Haru,やまぐちはる,,,,,,,,,
1906,中山穂香,,Nakayama Honoka,,,,,,,,,,
1907,新名あみん,1054915,Niina Amin,にいなあみん,85,F,55,87,160,1996-12-25,,ヨガ,
1908,椎木くるみ,,Shiiki Kurumi,,,,,,,,,,
1909,結まきな,1040911,Yui Makina,ゆいまきな,83,,56,85,153,1998-11-03,,アニメ鑑賞,山梨県
1910,冴木エリカ,1039983,Saeki Erika,さえきえりか,,,,,,,,,
1911,清塚那奈,1032093,Kiyozuka Nana,きよづかなな,100,H,66,101,155,,,,
1912,井上みづき,1029606,Inoue Mizuki,いのうえみづき,,,,,,,,,
1913,有賀ゆあ,1029429,Ariga Yua,ありがゆあ,83,C,57,83,156,,O,ショッピング・ピアノ,静岡県
1914,宇佐美まい,1022976,Usami Mai,うさみまい,85,C,58,86,153,1995-03-15,A,音楽鑑賞/柔軟,神奈川県
1915,入江愛美,1019464,Irie Manami,いりえまなみ,96,H,66,93,153,,,,
1916,小倉ゆず,1012413,Ogura Yuzu,おぐらゆず,83,F,59,83,159,,,,
1917,伊沢美春（伊沢美晴）,1003050,Izawa Miharu (Izawa Miharu),いざわみはる,90,G,59,60,162,,,,
1918,晴海カンナ,1001406,Harumi Kanna,はるみかんな,85,E,59,84,153,,A,アウトドア,京都府
1919,原明奈,25904,Hara Akina,はらあきな,84,,58,86,158,1989-05-24,A,ショッピング,
1920,辻さやか,7528,Tsuji Sayaka,つじさやか,,,,,,,,,
1921,如月りいさ,1092215,Kisaragi Riisa,きさらぎりいさ,,,,,,,,,
1922,白石なぎさ,1091229,Shiraishi Nagisa,しらいしなぎさ,,,,,,,,,
1923,杏ここ,1086347,An Koko,あんここ,,,,,,,,,
1924,安堂はるの,1085063,Andou Haruno,あんどうはるの,,,,,,,,,
1925,宇野みれい,1084112,Uno Mirei,うのみれい,,,,,,,,,
1926,二宮もも,1082673,Ninomiya Momo,にのみやもも,,,,,,,,,
1927,小栗みゆ,1079452,Oguri Miyu,おぐりみゆ,,,,,,,,,
1928,神木蘭,1078186,Kamiki Ran,かみきらん,86,E,54,84,163,2002-04-08,,猫とじゃれ合うこと、料理,兵庫県
1929,ローレン花恋,1072202,Lauren Karen,ろーれんかれん,,,,,,1999-03-21,,,
1930,最上一花,1065709,Mogami Ichika (Satou Hana),もがみいちか（さとうはな）,86,F,60,90,162,1996-12-10,B,AV鑑賞/書道,福岡県
1931,乙葉カレン,1063060,Otoha Karen,おとはかれん,,,,,,,,,
1932,川村晴,1060821,Kawamura Haru,かわむらはる,,,,,,,,,
1933,菅野真穂,1050377,Kanno Maho,かんのまほ,95,H,60,89,158,,,,
1934,美国沙耶,1043075,Mikuni Saya,みくにさや,85,G,55,81,150,,,,
1935,乃木ちはる,1041864,Nogi Chiharu,のぎちはる,,,,,,,,,
1936,西宮このみ,,Nishinomiya Konomi,,31,C,23,35,167,1997-02-22,,,
1937,川崎亜里沙,1035377,Kawasaki Arisa,かわさきありさ,86,D,60,88,158,1995-10-05,A,映画鑑賞,群馬県
1938,千野くるみ,1033437,Chino Kurumi,ちのくるみ,82,,57,80,148,,,旅行,
1939,白井ゆずか,1028447,Shirai Yuzuka,しらいゆずか,,,,,,,,,
1940,宇野ゆかり,1026968,Uno Yukari,うのゆかり,,,,,,,,,
1941,芦川芽依,,Ashikawa Mei,,,,,,,,,,
1942,木島すみれ,1024725,Kijima Sumire,きじますみれ,88,F,58,86,160,,,,
1943,華原美奈子,1023821,Kahara Minako,かはらみなこ,87,H,61,88,162,,,,
1944,矢吹京子,1023223,Yabuki Kyouko,やぶききょうこ,87,F,62,92,161,,,,
1945,大石美咲,1008696,Ooishi Misaki,おおいしみさき,,,,,,,,,
1946,上村あずさ,1005445,Uemura Azusa,うえむらあずさ,90,G,58,85,,,,,
1947,木下あげは,1004689,Kinoshita Ageha,きのしたあげは,82,B,57,84,162,1986-04-13,A,音楽鑑賞,福岡県
1948,梅宮リナ,30585,Umemiya Rina,うめみやりな,86,E,59,88,160,1990-08-28,A,カラオケ、買い物,神奈川県
1949,羽鳥澄香,27476,Hatori Sumika,はとりすみか,,,,,,,,,
1950,星アンジェ,25063,Hoshi Ange,ほしあんじぇ,85,C,55,80,162,1987-03-29,A,カラオケ、買い物、オイルマッサージ,東京都
1951,姫咲りりあ,19776,Himesaki Riria,ひめさきりりあ,90,G,57,85,157,1985-10-10,B,猫と遊ぶ,愛知県
1952,範田紗々,18915,Handa Sasa,はんだささ,90,I,59,82,158,1985-04-18,A,旅行、妄想、動物の鳴き真似,沖縄県
1953,Choyunkyung,,Choyunkyung,,,,,,,,,,
1954,Onlyone521,,Onlyone521,,,,,,,,,,
1955,Lovelypower77,,Lovelypower77,,,,,,,,,,
1956,美空あやか,1000735,Ichinose Ameri (Misora Ayaka&nbsp;Kurisu Erika),いちのせあめり（みそらあやか、くりすえりか）,88,E,56,83,167,1987-09-16,O,ショッピング、バトミントン,神奈川県
1957,星七ななみ,1083819,Sena Nanami,せなななみ,,,,,,,,,
1958,並木あいな,1079232,Namiki Aina,なみきあいな,,,,,,,,,
1959,真白みのり,1076466,Mashiro Minori,ましろみのり,,,,,,,,,
1960,星谷瞳,1070480,Hoshiya Hitomi,ほしやひとみ,82,F,55,78,163,1999-02-17,A,,
1961,瀬崎彩音,1058112,Sezaki Ayane,せざきあやね,,,,,,,,,
1962,牧村柚希,1049029,Makimura Yuki,まきむらゆき,95,,62,90,162,,,,
1963,星川光希,1040442,Hoshikawa Mitsuki,ほしかわみつき,84,D,56,84,159,,AB,ネイル/騎乗位,埼玉県
1964,松田美子,1040130,Matsuda Miko,まつだみこ,83,B,58,83,157,1995-10-28,,映画鑑賞/アルトサックス,大阪府
1965,白咲ゆず,1035623,Shirasaki Yuzu,しらさきゆず,80,B,60,85,148,1997-12-03,A,アニメ鑑賞、カラオケ(アニソン),埼玉県
1966,浅美結花,1034084,Asami Yuka,あさみゆか,110,,61,88,158,,,,
1967,内山まい,1032980,Uchiyama Mai,うちやままい,,,,,,,,,
1968,辻井美穂,1010622,Tsujii Miho,つじいみほ,,,,,,,,,
1969,藤咲沙耶,1009244,Fujisaki Saya,ふじさきさや,84,F,56,83,160,,,,
1970,眞木あずさ,,Maki Azusa,,,,,,,,,,
1971,四季彩乃,30669,Shiki Ayano,しきあやの,,,,,,,,,
1972,速水百花,29835,Hayami Momoka,はやみももか,,,,,,,,,
1973,真島みゆき,23336,Majima Miyuki,まじまみゆき,,D,56,88,,,,,
1974,真央♪,20531,Mao♪,まお,90,,57,85,161,1986-10-11,,カラオケ,
1975,桃井りか,16676,Momoi Rika,ももいりか,100,G,63,86,155,1986-09-21,,,神奈川県
1976,笠木彩花（笠木あやか）,14442,Kasagi Ayaka (Kasagi Ayaka),かさぎあやか,,,,,,,,,神奈川県
1977,楓アイル,11205,Kaede Airu,かえであいる,82,C,57,83,165,1986-03-05,A,お買い物、自己投資,東京都
1978,菊原まどか,9038,Kikuhara Madoka,きくはらまどか,88,F,60,86,,,,,
1979,野原もも,8418,Nohara Momo,のはらもも,,,,,,,,,
1980,星野ひとみ（星野瞳、山吹瞳）,3485,Hoshino Hitomi (Hoshino Hitomi&nbsp;Yamabuki Hitomi),ほしのひとみ（やまぶきひとみ）,87,E,58,84,165,,,,
1981,Ksb0219,,Ksb0219,,,,,,,,,,
1982,Purelove2,,Purelove2,,,,,,,,,,
1983,Starsh2802,,Starsh2802,,,,,,,,,,
1984,桐原あずさ,17080,Kirihara Azusa (Itou Azusa),きりはらあずさ（いとうあずさ）,87,E,58,83,156,1984-05-12,A,旅行、ドライブ、お菓子作り,東京都
1985,一場れいか,1078010,Ichiba Reika,いちばれいか,,,,,,,,,
1986,如月ゆの,1076565,Kisaragi Yuno,きさらぎゆの,,,,,,,,,
1987,福田もも,1075305,Fukuda Momo,ふくだもも,,,,,,,,,
1988,ERINA,1073440,ERINA,えりな,,,,,,,,,
1989,永澤ゆきの,1063727,Nagasawa Yukino,ながさわゆきの,,,,,,,,,
1990,穂高ひな,1058646,Hodaka Hina,ほだかひな,,,,,,,,,
1991,市川花音,1058259,Ichikawa Kanon,いちかわかのん,80,B,55,82,141,,,,
1992,唯乃光,1052705,Yuino Rei,ゆいのれい,88,D,60,90,165,1992-12-12,,美容、ゲーム、お酒、人見知りをしない,東京都
